filename;rms_mean;rms_std;zcr_mean;zcr_std;tempo;n_beats;spectral_centroid_mean;spectral_centroid_std;spectral_rolloff_mean;mfcc_1_mean;mfcc_1_std;mfcc_2_mean;mfcc_2_std;mfcc_3_mean;mfcc_3_std;mfcc_4_mean;mfcc_4_std;mfcc_5_mean;mfcc_5_std;mfcc_6_mean;mfcc_6_std;mfcc_7_mean;mfcc_7_std;mfcc_8_mean;mfcc_8_std;mfcc_9_mean;mfcc_9_std;mfcc_10_mean;mfcc_10_std;mfcc_11_mean;mfcc_11_std;mfcc_12_mean;mfcc_12_std;mfcc_13_mean;mfcc_13_std;chroma_stft_mean;chroma_stft_std
d-sturb_-_losing_myself.mp3;33850294;17693478;1,42E+15;6,26E+15;[151.99908088];582;2,97E+16;5,38E+14;6,28E+15;23555353;11296996;6608939;23865208;-15229334;16309872;7032435;13381056;-38648558;127989235;30872207;12843404;-40399704;10946293;5223598;9512868;-31357632;9931869;51491847;8118448;4917118;8525752;64681044;8126358;41881585;76756535;4375871;2808989
d-sturb_ft._emese_-_legacy.mp3;31487072;18091877;1,38E+16;8,99E+15;[151.99908088];639;3,01E+16;8,14E+15;6,45E+15;20026395;9361026;63914566;2688741;-5224854;20511896;57542167;15274206;-59325767;13764059;20475795;1336254;-56399117;14017531;1136801;120350895;-5303227;12818013;22303913;11555505;-250712;11465646;39099777;10471028;-10188181;1126483;44010055;29159236
Da Tweekaz & Crystal Lake - Keep On Rockin (Original Mix) my-free-mp3s.com .mp3;29072344;11660799;1,46E+16;5,41E+15;[151.99908088];427;3,11E+15;5,94E+15;6,72E+15;13869758;87720764;62719822;22511019;10914533;14125612;1765565;12301966;4888181;10377345;825009;10315726;5430602;8905034;74434648;855531;-537754;8425061;37419302;9036768;-4943982;8396653;62169976;6818332;-11865253;675978;4616094;27002788
Da Tweekaz & Darren Styles - Heroes my-free-mp3s.com .mp3;2590652;13370809;1,32E+16;7,22E+15;[151.99908088];599;2,87E+16;9,87E+15;6,00E+15;-27815987;10544848;6870526;39230366;-5456783;19002634;18457243;17473656;10902038;138357725;3369995;14666442;-15755001;1187039;42746677;11060617;-3830402;10613023;35339851;10533966;-45258694;1121445;43620715;9616395;79120904;9082275;36904833;29420125
Da Tweekaz - Heroes Of Today.mp3;2848089;13140751;1,27E+15;5,82E+16;[151.99908088];425;2,87E+16;6,28E+15;6,09E+15;-93854517;9693949;7038616;2411138;-9141005;13064065;996318;12336799;-4007924;8659635;36278553;10966253;24142618;8660601;4964773;7681945;39215062;767683;91762295;9264377;2519774;8775863;721695;77288423;-2304061;8024011;38450167;29946622
Da Tweekaz - Moskau.mp3;31845948;12925649;1,29E+15;6,07E+15;[151.99908088];521;2,85E+15;7,06E+15;6,11E+15;19761429;8287864;7348007;29463501;-1006766;21162703;15137596;14837553;26652179;11236165;3311173;9527206;-77593637;8761739;47693095;8961497;-21065075;9549489;78645444;8685743;18186281;9264006;40440335;9614315;10728301;8018801;45778823;27639684
Da Tweekaz - Party Duck Anthem myfreemp3.vip .mp3;29690093;13528211;1,54E+15;1,22E+16;[151.99908088];647;3,14E+15;9,22E+15;6,35E+15;-27468147;9008302;5065481;4150233;-8286602;25781689;10536807;2403505;-75127616;20031935;8046876;14988019;5399171;12012535;869493;11140663;2641257;12588688;785087;1053379;4089833;10872488;60044165;12069287;39020057;9377007;5326601;29268575
Da Tweekaz - Supa Dupa Fly ( Ra-Diant Project VIP EDIT) (320 kbps).mp3;31742352;798;9,98E+15;5,93E+15;[151.99908088];640;2,93E+16;5,83E+13;6,66E+14;1011465;55067703;6840683;16867722;10022287;13811933;20758083;11683581;33730123;11420497;8435193;10749715;-11226377;81900015;8352673;7011637;14949654;8053476;9944124;78532486;-10981184;77825933;5090461;65292244;42093855;6231419;5366127;26422697
Da Tweekaz - Supa Dupa Fly (320 kbps).mp3;24038625;8165192;8,66E+13;5,30E+16;[151.99908088];446;2,63E+15;6,14E+15;5,90E+16;-3200563;64356804;78932076;20496372;39573143;16423248;26982769;12730418;-13027949;11561411;9237281;10939252;-26790106;9493423;75795617;858585;29669967;9351338;8112762;9379438;8030347;8976908;2852912;7805085;2746834;7525658;5120253;27437943
Da Tweekaz - The Calling (Da Tweekaz Remix).mp3;14982314;73495954;9,34E+15;5,74E+15;[151.99908088];554;2,42E+15;9,54E+15;5,33E+14;-10036135;11226332;9315534;3629838;69170513;26853292;13957077;17812243;45896843;13047796;22708845;11141851;45251754;11568512;14757012;11269307;-12758132;98897915;17146963;10351481;-7220959;920742;32221;86457205;-26430151;89895525;36716598;29429907
Da Tweekaz - The Wire (feat. Diandra Faye) my-free-mp3s.com .mp3;27975273;13702314;1,18E+16;6,61E+15;[99.38401442];273;2,76E+15;8,87E+14;5,95E+15;-19087362;11157123;7746405;29476196;-25719495;22806057;1369214;12803834;37670012;13683078;-8222817;1311269;5233919;11807815;1095512;10208139;-13698864;9244786;71034245;11037492;-4570681;11486238;8870131;8747353;21520228;9201982;39875934;29315713
Da Tweekaz - Voodoo (Crude Intentions Remix).mp3;2994788;16447717;9,98E+14;6,10E+16;[78.30255682];269;2,80E+15;7,76E+15;6,21E+15;-1438591;10223868;7349691;27021519;42952213;18442953;13437725;13587055;-16058428;13909084;59675345;10561291;65334123;10270941;56723495;1141832;4042526;10233818;72847886;10597459;39106357;9453393;6572245;8515214;9682725;6769577;47708216;28688306
Da Tweekaz - White Lines.mp3;2940515;122692406;1,17E+16;5,55E+15;[103.359375];302;3,00E+16;6,24E+15;6,76E+15;-3417913;9461324;6856606;22622799;21105278;14729296;12413148;11706014;54159675;12479004;24450223;11422021;8614455;8604361;53406487;8957813;-65278745;8485434;74324756;8127973;-32165394;8616903;4898714;7179091;-5502594;6707349;42885557;29092476
Da Tweekaz x TNT ft. Matthew Steeper - Together (Extended Mix).mp3;24185872;15179838;1,58E+16;9,12E+15;[151.99908088];718;3,24E+16;8,22E+15;6,80E+15;-3067506;11195036;57203922;31355017;-14596633;22757763;10066192;15008029;45679775;1190435;635681;12414869;-27681842;10992032;58882885;99707985;-17400932;117369995;6580495;10187277;1174184;9129213;16182957;8439988;-53485876;83741045;42307425;30358592
Da Tweekaz – Komon (Extended Mix).mp3;30963814;14125;1,30E+16;6,89E+15;[151.99908088];684;2,93E+14;7,99E+15;6,30E+15;75781817;9193016;6992251;2900204;-66380267;23280146;54293747;15127609;-2143594;13593323;42927527;11391146;-51105285;11814852;35443745;11138569;-25005214;11174783;5643219;10359068;49882955;10356381;44245553;9896471;-10964123;9242429;45650083;28200734
Da Tweekaz, D-Sturb - Anything my-free-mp3s.com .mp3;33905816;14381386;1,29E+16;6,48E+15;[151.99908088];512;3,00E+16;5,95E+15;6,45E+15;305937;7628101;66789154;21028976;-27263365;15430649;17156681;12412172;49633977;977814;5542907;9029212;-7765895;7915873;79180994;7821509;11023804;7968801;64764423;6812555;25368028;7049401;77537737;7676942;30330274;78435616;47374478;27477685
Da Tweekaz, Destructive Tendencies - We Are Fighters my-free-mp3s.com .mp3;22742872;12385634;1,39E+16;6,88E+15;[172.265625];649;2,95E+16;8,20E+13;6,25E+15;-19239635;9267338;7076438;31269753;-966836;20882048;8501905;13486764;1347885;12396275;2044436;13736775;-35835457;1005939;31166258;8665458;-515943;9864217;14607009;9054878;-2510688;8917456;6628408;92178755;-2868854;8651931;42071146;28931963
Da Tweekaz, Sound Rush feat. Ruby Prophet - Take Me Away my-free-mp3s.com .mp3;3067521;10862533;1,39E+15;6,20E+15;[151.99908088];595;3,01E+16;6,91E+15;6,39E+15;17940184;63526318;6829991;2727269;-714458;21819239;10308656;14530877;-261513;11492361;18196323;11643994;36397212;10789409;61953015;10801448;32830813;8879922;49158897;849576;-23191466;8484035;8252947;8608633;24575381;9780765;3721402;29181626
Danko - Kalimba (Original Mix).mp3;3262404;1401465;1,00E+16;7,12E+15;[123.046875];348;2,76E+16;9,02E+15;6,33E+14;-103759985;7350378;7999041;30191238;8359422;21294744;48566146;16935938;-77036464;15255027;27982903;1716519;-35063678;12959217;34862163;13566586;17536967;10824093;65910735;10215068;-106130995;9252573;6696446;8440901;6112001;9165275;48315254;30266762
Danny Suko - Make Me Believe (Shinzo Hardstyle Remix).mp3;27608418;13583645;1,18E+16;6,98E+15;[151.99908088];526;2,73E+15;9,39E+15;5,89E+15;-1779099;871825;8221362;34179478;4203959;17216682;10746204;11594101;13042252;10802188;7650626;9871784;-3717052;9320669;1891726;9403541;13183604;10145459;14864132;9994045;-27501187;9499448;30411994;8848983;25557761;7687746;39018753;30085555
Dark Heart - Crash Test Dummy.mp3;33611584;116435625;1,07E+16;6,64E+15;[151.99908088];383;2,63E+15;9,71E+15;5,63E+15;-1685017;11480446;7905261;4189888;-7428693;29744202;1052194;17904568;3857013;1530591;13236905;12398074;61601204;15414813;4646692;12856569;51037245;1280412;18059407;9509916;-26922941;10503911;6425591;10278432;15120922;95080185;49283293;29784927
Dark Rehab - Galactic Strings (Extended Mix).mp3;19613536;13599;1,12E+16;8,26E+15;[151.99908088];759;2,65E+15;9,34E+15;5,74E+15;-68913185;9944408;8230846;4406802;-27926373;24363132;17242477;14308389;-11503029;114353695;6276143;9543945;3160046;9050583;78222313;8221675;32468684;8124454;8042025;8801423;4272562;79510713;10486109;70473666;49624715;7137058;46201926;29112032
Dark Rehab - My Worth.mp3;2122965;13479836;1,17E+16;6,57E+15;[151.99908088];456;2,73E+16;7,95E+15;5,79E+15;-6929175;12893407;7257513;3256564;-6857855;16721855;2400787;17323732;-31063359;9169754;4085319;10018029;5366504;9405743;69341793;9429206;36779764;77450795;10602905;10255244;16143112;11460989;9235325;8640713;-2515976;7650416;4181676;28527743
Dark Rehab - Purple Sky (Radio Edit).mp3;3235261;108414434;8,16E+15;4,31E+15;[151.99908088];753;2,23E+15;9,57E+15;4,76E+15;-17494537;7632245;10526267;47827435;-61244907;17009274;11232302;11917901;-54379764;11247633;522177;10824732;45119305;994408;79257436;8212611;17038864;8377204;62144375;8302598;18127615;76694183;72887697;75675287;65827837;8891893;4177122;29069534
Darksiderz - Eternal (feat. Enya Angel) (Mixed).mp3;20874;107097775;1,24E+16;6,67E+15;[151.99908088];445;3,15E+16;6,56E+14;7,10E+15;-3300522;63648403;6558761;22734812;1262205;20296263;14281082;10883766;13728459;10911046;6388539;9816565;26812682;9818923;34426482;9435022;-21736226;8837876;624036;851272;-994909;8281134;18590407;9036382;29104242;7177596;4436376;3020232
Darren Styles & David Spekter - Never Let Me Down.mp3;25622943;14923814;9,54E+15;5,43E+15;[161.49902344];470;2,31E+15;9,67E+15;5,05E+15;-62581394;11508492;97584785;48474625;68663216;23089685;8910443;19004839;6966469;16015575;7519946;10946723;17014997;1166473;6050642;8887216;88553816;10143796;4457141;9783106;17267958;93818655;27917428;9245244;-21900814;8538647;39329767;29676384
Darren Styles & TNT - DLMD.mp3;3385439;12984821;1,41E+16;6,81E+14;[161.49902344];396;3,02E+16;5,85E+15;6,21E+15;30591618;776184;57591263;2168414;-18565653;20790218;15319303;15341955;26993394;12600918;13581334;12990883;18255973;977055;91568985;10326693;4575817;1027511;7560821;9842394;4990826;8377301;14840084;7165176;-34026897;65585485;5304225;2756322
Darren Styles - Deep End.mp3;3434726;17807141;8,90E+15;5,67E+15;[151.99908088];478;2,50E+15;7,24E+15;5,51E+15;-22133358;9296243;79285164;27809246;-48075404;2456475;1470335;16886549;71949293;12499046;8145778;13757011;5685723;12961182;9616136;1083602;3018582;11549498;4084646;9146089;11960064;9173518;33084683;8599163;-19563677;8549927;48625952;28626442
Darren Styles - Save Me (Yuta Imai Bootleg) [Free Release] (320 kbps).mp3;32142207;12782289;1,34E+16;7,80E+15;[151.99908088];449;3,00E+16;8,86E+14;6,36E+15;12540022;102471306;7007781;3168904;-95102245;19285057;14142492;11558908;18457142;12651085;22932756;9895453;-25360737;10949877;54103036;8858242;-4241742;959427;76827;9320703;-2837836;7758542;42827363;7223659;-68323696;7105877;3807333;28902593
Darren Styles – Us Against the World (Original Mix).mp3;24265666;11959392;1,22E+16;6,97E+15;[172.265625];736;2,59E+16;1,01E+16;5,50E+15;-38932697;12236116;8532747;48600327;-8621053;22575384;15522438;1643629;-5233198;16261726;616981;10501659;-5689511;11243876;19240268;9624965;-53490567;10157222;34343343;8799606;10846857;94767475;215191;10740026;-42790284;10557709;397639;29265994
Darude - Sandstorm (Sub Sonik Remix) myfreemp3.vip .mp3;31396255;14713024;1,25E+16;6,98E+15;[151.99908088];465;2,78E+16;7,15E+15;5,93E+15;16889008;10261657;7246521;26041363;-11418859;18612078;1154942;120060215;-23923507;1142564;45652223;10828224;-4896796;10456709;7859607;9986863;-53565593;9872791;37244802;9537433;1863596;8177284;59363995;74530444;23365238;76538415;46252123;28172612
Darude, Ashley Wallbridge, Foux - Surrender (Hixxy Remix).mp3;36637893;13471298;1,18E+16;6,36E+15;[161.49902344];545;2,75E+16;8,51E+15;5,90E+15;20817486;8114465;7761529;3464812;-6574227;2043567;14700389;14234029;13253391;10316981;32906556;12199033;45547092;9249465;56464143;9405704;16764379;8653396;42181835;8520837;-45428147;9003479;4066099;72796416;-26118724;8530461;38327083;30108953
Dash Berlin & Do - Heaven (DJ Isaac Remix) my-free-mp3s.com .mp3;37144917;13807836;1,18E+15;6,06E+15;[151.99908088];482;2,87E+16;7,70E+15;6,29E+15;20746632;90756836;7451997;27386335;-1460708;16748526;7582125;11547716;-11423963;10269245;23280015;12370913;54963927;10450034;485931;10064897;-8609075;9319807;10808678;8263894;-14577558;1079627;47147245;7614272;-172197;6358769;37798625;29405963
David Guetta & Martin Solveig - Thing For You (Don Diablo Remix).mp3;33385172;1367903;8,84E+15;4,67E+16;[123.046875];349;2,44E+15;7,99E+15;5,42E+15;-23946056;91641846;8497868;3294165;6754546;2223926;149961405;19515703;1754121;13573523;5815845;14314258;-9454087;11330177;8765756;12798957;-15183326;943093;12615345;10225265;-34982839;81994095;23649168;8543785;-48953633;941592;35694128;31377017
David Guetta & Nicky Romero - David Guetta & Nicky Romero Feat Sia - Wild Ones Two (Wildstylez Remix) my-free-mp3s.com .mp3;24396837;10722267;1,30E+15;8,00E+15;[151.99908088];744;2,85E+16;7,21E+15;6,11E+15;-17450907;8064837;7475463;28344475;-4956391;22247158;13399308;18082157;-42741103;138306875;26495435;13096876;36157868;12985376;16553445;11160682;18204445;9528454;14923425;9765106;-33943408;9745223;36362507;8229049;-2333609;8474398;44863236;28464305
David Guetta & Showtek - Bad (feat. Vassy).mp3;23259504;114088096;1,45E+16;9,17E+15;[129.19921875];560;3,17E+15;1,06E+15;6,59E+15;-40510883;10171596;58595356;4022362;3234342;28770912;8450149;1665417;1622296;14133403;18686016;13700187;5210146;12105402;10378684;123919935;54563684;974256;77248144;11368233;24711993;855284;54367976;8267986;-4732259;7686648;4933559;2808879
David Guetta & Sia - Let's Love.mp3;31147933;97766355;8,86E+15;4,74E+15;[92.28515625];267;2,36E+15;8,06E+15;5,12E+15;-33542976;85852974;8867141;3233651;21275156;204522;2536369;18342731;14227861;10205417;7401659;141113405;14457836;11719244;6503398;12613677;69426155;8331644;55884037;8576353;9062736;8961745;39917686;80434675;-19317102;7782495;41895154;28794378
David Guetta - 2U (feat. Justin Bieber).mp3;25428137;11666608;1,02E+16;7,37E+15;[143.5546875];439;2,57E+14;1,13E+16;5,79E+15;-7597049;10918293;827111;442345;23187485;2227079;22504036;20272999;12102027;1655948;-17157264;16471724;12705268;13154643;28694508;1277932;-35153062;11375299;67963785;10141115;-63500133;11247817;14340186;113863125;-9869923;9492488;35829407;30109197
David Guetta - Don't Leave Me Alone (feat. Anne-Marie).mp3;2572596;123863935;9,95E+15;6,92E+15;[129.19921875];364;2,38E+14;1,01E+16;5,11E+15;-74746475;115427055;86344;3710698;72690697;27072472;16578285;21679256;70567346;14588169;7085291;15608484;6885045;13513106;-2971854;14132777;19757926;10592292;36877377;11017626;-69730544;10797525;17660798;10265575;-39560785;10204714;3321289;30994117
David Guetta - Like I Do (Twisted Melodiez & N3bula Hardstyle Bootleg) [FREE DOWNLOAD] by Twisted Melodiez.mp3;23949178;121325895;1,42E+15;9,22E+15;[151.99908088];496;3,12E+16;7,27E+15;6,55E+14;-15041686;85144844;6135017;2502104;-36841178;18130903;13726006;1333872;-4170006;104933195;64014645;8611376;1924097;7752568;79246926;8218824;4256605;78203626;683777;891688;14578387;85758505;715821;730755;21548486;73739653;4933441;28068146
David Guetta - Say My Name (feat. J Balvin & Bebe Rexha).mp3;29339713;12542222;1,00E+15;6,89E+15;[129.19921875];393;2,63E+15;8,81E+15;6,02E+15;-48694267;7969111;791598;32041588;12293479;21426748;13552794;18674934;8089295;17051464;9382299;17674139;804624;15478354;-29336429;133677025;-1802234;13982888;52657776;11550367;-40102997;12326545;54131722;11549881;-70883673;10160455;3622615;30640727
David Guetta - She Wolf (Falling To Pieces) ft. Sia DownMP3.net.mp3;30022153;12197514;1,26E+16;5,62E+15;[129.19921875];478;2,53E+15;8,50E+15;5,06E+16;-10526042;7339451;888707;40917645;-21137678;19645554;1912379;14582422;-44681854;1136963;7462749;14343006;45538073;12667444;-8065935;15584679;-15303371;10257226;-33453455;11565363;-69053993;9460312;18224342;10017649;-8041227;9944083;3733398;30536848
David Guetta Martin Garrix & Brooks - Like I Do.mp3;33135146;9210834;9,30E+15;4,60E+15;[129.19921875];416;2,58E+16;7,53E+15;5,75E+15;-5062558;820427;7807157;31208626;8546701;20264816;2547;13196309;3530025;11895451;8785079;13722732;-30062764;1132428;68195696;9043289;-24415991;90926695;768072;10222512;-14278593;7931116;31280453;8891906;-3212;8724544;40662345;30174023
David Guetta, Brooks & Loote - Better When You're Gone.mp3;28628966;1150091;1,14E+16;5,34E+15;[129.19921875];401;2,78E+16;7,58E+15;6,18E+15;-18068657;8747075;7422817;29655085;6189477;19550913;16237246;15149232;38995728;11474479;8072608;13325404;-15539597;11039768;7416496;1001312;-8040366;8668907;27861555;9253297;-63835034;9435261;2493514;9183965;-3481035;8916648;37526032;29902875
David_Guetta_Feat._Sia_-_Titanium_7822.mp3;24725233;102606475;1,53E+16;8,65E+15;[123.046875];472;2,88E+16;1,06E+16;6,03E+15;-4124739;12107714;71847694;43456566;-11057403;27932787;52539124;21075655;6057873;13021382;84314615;15699474;12207169;17106781;-65716486;17049944;34107814;12171635;23127277;11512171;-5243481;10368454;77998793;9704748;-40673275;9092101;39877102;2919887
da_tweekaz_ft._haliene_-_bring_me_to_life_(edit).mp3;24148434;1289963;1,41E+16;7,41E+14;[151.99908088];536;3,05E+15;8,95E+15;6,40E+14;-3332185;1263914;6311921;25324387;-12387855;19518675;10104275;17181433;-42423344;12643105;-25509048;14288241;28231027;11090985;19353998;10236232;8669801;8137956;46412797;8555364;-11665127;9042299;53470216;9028468;-24372644;9244296;36944383;29462516
da_tweekaz_ft._haliene_-_bring_me_to_life_(pro_mix).mp3;25765947;14020227;1,37E+16;8,05E+15;[151.99908088];743;3,02E+16;8,86E+15;6,33E+14;-25977705;99373604;64457794;25766068;-32552106;20893438;139913025;20574484;-25108056;14023288;1114014;15446691;28308203;10865797;13086145;10715374;68911797;8967042;52760983;9751177;9478029;1039936;64412236;9389838;-17511761;9584065;42748478;2992189
DEAF KEV - Invincible NCS Release.mp3;3426031;1444944;1,02E+15;6,10E+15;[99.38401442];435;2,75E+15;9,35E+15;6,05E+15;-16668638;11553532;7073282;3961577;44968863;26675234;17417118;17098536;3769182;1150958;78606257;14457651;10837853;99609165;56365347;9984674;-2390139;9526042;25128138;10027004;-2550635;8958167;29997323;10435828;-7458561;8677709;44912487;2871885
Debris & RudeLies - Animal (feat. Jex).mp3;32008654;14144379;1,16E+16;7,88E+15;[63.02400915];179;3,12E+16;7,74E+15;6,77E+12;-12150819;10937149;5515266;23943413;4136476;23839642;14731397;15692448;4980179;12096263;86224575;143053875;-29541504;97666445;5318099;11478723;16385634;9726644;4747406;8613548;39324507;9536161;45526404;9030395;7288551;79551287;48685262;31238562
Deetox - Victory my-free-mp3s.com .mp3;2813091;1343322;1,21E+16;6,23E+16;[151.99908088];553;2,83E+16;7,13E+15;6,10E+15;-9297759;11534177;7175622;2893009;-4304711;20118532;13965633;13897988;-34409263;11330493;88568735;11261047;-38724022;9640287;56075974;8943521;-31953862;8605723;8416785;8639238;3428011;84568;6126961;8834463;-13170795;9586743;4886035;29145002
Deetox ft. Hess - My Revival my-free-mp3s.com .mp3;32534906;1606676;1,28E+16;8,42E+15;[151.99908088];467;2,98E+16;9,42E+15;6,53E+15;-24251573;10084593;70678185;30651676;11217381;17380095;16701714;14982325;12888798;13620483;6941185;11774956;-21995425;10551818;36778383;10368603;-50451875;10911781;28714182;9389136;-28005161;9209031;37716126;8141469;-61920345;7125251;42113507;29205745
Deflo - Reflections (feat. Lliam Taylor).mp3;22191681;12765668;1,03E+16;5,47E+16;[117.45383523];406;2,47E+15;9,41E+15;5,23E+16;-6530221;109570206;8164411;38843056;-8451497;23404085;19821001;16837389;-6030208;15208046;68427057;12704927;-23230567;150890045;2472743;12032415;-63228507;12476195;38336048;12215181;-8216708;12513255;-15012373;110524025;-5134538;1120779;38093987;2978628
Delta Heavy & Dirty Audio – Stay (feat. Holly).mp3;39031103;14123407;1,50E+16;6,64E+15;[172.265625];637;3,43E+16;6,85E+15;7,08E+15;31939695;82100464;46993137;25006458;15003519;18982956;21022717;13007687;24175196;12873257;50879245;9787204;74131334;124793415;26546257;10826877;40613282;10311218;4119322;10264176;-243335;8376045;2989118;78748245;62107974;8376362;4795815;28766182
Delta Heavy - Ghost.mp3;30729192;10897864;1,21E+16;5,67E+15;[86.1328125];369;3,14E+15;9,92E+15;6,60E+16;-8085483;7784098;6342254;42391182;-12395169;15856698;13281104;10569417;8462088;9750295;17457335;10077528;14254249;8499678;1292076;8021361;7167826;7407506;8613242;6377431;2906947;6767342;8388619;71409183;8343232;822001;47048837;28104302
Delta Heavy - I Need You.mp3;3934812;14719914;1,37E+16;6,03E+16;[172.265625];704;3,22E+15;9,03E+15;6,58E+16;3527208;886312;55133873;38814865;-58905783;21575994;1869032;10510111;19287893;13154287;10304286;10911336;2721964;1080133;5364513;9914344;-49197912;8918138;7505083;8128052;20864859;7709292;69274845;8163567;10543101;8011166;50371987;28992623
Demi Kanon - Another Day (Original Mix).mp3;23595403;16344076;1,44E+16;8,22E+13;[151.99908088];332;3,10E+16;8,06E+15;6,58E+15;-31638245;10757627;63383255;308658;-8785481;24766445;8959541;1876317;-717668;15907933;-24354577;12169503;-40352993;12270668;21218362;9878748;-34037066;1046806;2399556;10944023;-51713614;12268516;3171204;9440433;-32383876;9267679;40114897;29446366
Demi Kanon - Watching Me.mp3;31735465;14510024;1,22E+15;8,12E+15;[151.99908088];418;2,80E+16;9,64E+15;5,93E+15;20209837;94584015;7401928;4050763;-6758153;22303778;12194841;15202798;-26610954;14903662;59242373;12319949;3711935;11949278;36669445;10897667;-16806532;10185999;43729625;9649384;-3063848;9206383;210893;9852303;-24633245;8818501;46254042;28358394
Dennis Sheperd - Heart of Courage.mp3;29871696;10552199;1,06E+16;6,16E+15;[129.19921875];382;2,61E+16;7,90E+15;5,89E+16;-4224477;6970539;85990974;27536467;4699652;19628717;15078555;10423992;5176099;9233186;79844337;10066976;-12787533;78293037;30049186;75547094;-27896264;6362928;8598649;8534128;-15571045;70497327;5703117;68840876;-33648714;707445;39184788;29117578
Denza - Code Of Destiny.mp3;32396194;14817251;1,42E+16;8,32E+15;[151.99908088];524;3,20E+16;8,21E+15;6,84E+16;17519426;827868;63627224;32267532;47169538;16600376;10326865;13712003;-28731081;11120808;22513623;9622679;-58125362;8629713;4202471;8001258;-14451679;9369837;4644968;8849773;10562979;8694691;4993928;8706797;1159294;8137371;4438659;2839352
Denza - Luminance.mp3;2897268;14689462;1,24E+16;6,17E+15;[151.99908088];539;2,96E+16;7,17E+15;6,34E+15;-8980142;11347468;6819633;26595057;-40081143;16681091;15206015;14210532;-2212606;11185732;3918342;11061851;-27467656;10473629;2665364;9824195;-53725064;8850312;44898233;9064437;599067;9200471;40024548;8312276;-25414603;8043532;41998845;29028314
Denza - My Somebody-'s You.mp3;25645828;1585356;1,30E+16;8,52E+15;[151.99908088];553;3,07E+16;8,41E+15;6,72E+15;-3322393;10785741;64139404;25705023;9100267;1844761;15111776;14245996;49130154;11729102;8472388;10284923;8205073;9613463;6494187;8455308;-5326952;10520418;34376726;8737402;7109663;8493687;66644297;7628021;82938385;7633528;39451164;29925674
Denza - Only We Survive.mp3;27297574;18481143;1,20E+16;7,67E+15;[151.99908088];503;2,96E+15;7,96E+15;6,41E+15;-385639;12200336;652732;2978048;20711157;20064365;15523254;15813445;56189857;11719002;9085163;11488432;34638143;9355037;70300155;9388817;22949917;8039869;5524744;8840601;23638737;8861403;72646003;76555934;12651554;7700009;4605451;2991839
Deorro - Focus (feat. Lena Leon).mp3;23458675;16089362;1,18E+16;8,61E+15;[143.5546875];499;2,93E+15;1,00E+15;6,29E+15;-63513332;13289018;5914931;3382986;26778462;1795715;139805155;15983613;19891055;10980145;11398626;10483169;55640807;866611;10063404;9062958;57577505;83406;8598201;8317963;41521397;75835137;8245725;8843182;2140283;875713;52074546;28289655
Devin Wild & Rebelion & LXCPR - Highscore (EPIQ 2019 Anthem).mp3;29605237;17922089;1,34E+15;8,77E+14;[151.99908088];649;3,03E+15;8,24E+15;6,47E+15;6016924;62474663;67123825;25848787;-10214612;16345066;1158053;13719198;-30627626;11805101;11097073;11998795;19760932;10579935;9927343;8495596;10607454;8448369;72300596;8581887;6029506;9036422;64900155;7424668;21354594;7283875;4676098;28828648
Devin Wild - ACID.mp3;24492152;19036181;1,12E+16;8,02E+13;[151.99908088];592;2,56E+15;9,25E+15;5,62E+15;-4916484;85136955;83812355;3343304;-7099651;22476856;43551474;14997163;-17247838;13521115;54188194;11015435;-3536923;13784719;6163933;11998364;5329397;10994591;39526181;10973515;5688919;9364246;3595383;8420176;-13449228;9250794;4927803;2857517
Devin Wild - Components Of Matter 2020.mp3;24366717;15566933;1,28E+15;8,72E+15;[151.99908088];656;2,89E+15;9,38E+15;6,16E+15;-31269173;8981272;7100163;3341956;-64512258;20695356;8388159;15671604;-16487993;13513751;59521613;1332122;-8361371;12644542;4509425;109161825;5548862;10282659;6078444;8816187;31675795;8949954;5032365;8568209;12574676;8698648;46488664;28794566
Devin Wild - Dream Deferred (Original Mix).mp3;22519432;16905561;1,19E+16;9,84E+15;[151.99908088];464;2,44E+16;1,10E+16;5,10E+15;-7741283;13233813;87233086;4404396;-22959678;24266367;7490224;25373184;-2538121;15805363;30775506;13581122;-20302315;11476129;3117104;11344554;23104821;9531749;57057705;9315021;-16500992;10080518;21305137;9001018;-16745824;789439;4648015;29581344
Devin Wild - Island Of Intensity (The Qontinent Anthem 2019) (Extended Mix) my-free-mp3s.com .mp3;26725608;16835332;1,45E+16;9,96E+15;[151.99908088];721;3,04E+16;1,03E+16;6,36E+15;-1775895;9833783;66856575;37292274;-19650736;22723856;16317883;16048162;37391567;12179653;38022323;12342009;-22329376;10880185;5544091;9580666;-75720704;9453062;34624956;10212932;-40622085;8969237;28073807;8991907;-21727848;8240236;47143823;28431556
Devin Wild - It-'s Okay.mp3;23424901;18054016;1,29E+16;6,80E+15;[151.99908088];728;2,97E+15;6,91E+15;6,56E+15;-34682896;7061025;6583089;22715277;-125973835;23180643;29381406;14178311;47041297;15682066;41995716;13114374;-779811;1238533;64030404;10614365;-9012415;10762063;65581594;100475645;-18179907;9466609;14835925;9963252;1257179;88866825;44267648;29476878
